objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid,unique_id
1.23765e+18,155.561088,-0.027245837,19.03819,17.79249,17.22686,16.85721,16.63472,756,301,3,265,3.06317e+17,GALAXY,0.1125911,272,51941,261,b47caa79-a7b0-4483-967e-84871f0fffdb
1.23765e+18,155.6860176,-0.12651575,19.19906,18.98658,18.72967,18.60782,18.5857,756,301,3,266,3.05129e+17,QSO,1.403561,271,51883,37,1ab2cfdc-6d2c-4bd8-b84f-abd5e411f2c5
1.23765e+18,155.6886466,-0.003088307,18.08446,16.95451,16.28149,15.88147,15.60056,756,301,3,266,3.06307e+17,GALAXY,0.06255899,272,51941,228,8e761a13-a274-41da-87ea-6f7b01063948
1.23765e+18,155.7116109,-0.016959972,18.91198,17.72086,17.11255,16.70341,16.44827,756,301,3,266,3.0529e+17,GALAXY,0.06253219,271,51883,621,8529165b-0d86-4045-bdc4-e02d3adab163
1.23765e+18,155.7511609,-0.059961878,19.25243,18.13035,17.5816,17.27784,17.11384,756,301,3,267,3.05128e+17,GALAXY,0.06272236,271,51883,33,d756caf0-3cae-49ff-974a-593ad8c6218e
1.23765e+18,155.7753352,-0.200854309,19.44082,17.37083,16.33696,15.88241,15.48007,756,301,3,267,3.06308e+17,GALAXY,0.09257647,272,51941,229,abf5c0b3-8dbb-4c6a-ad0f-1c060c6a9c5d
1.23765e+18,155.8528432,-0.165606488,19.27058,18.17954,17.62054,17.24121,17.02961,756,301,3,267,3.06295e+17,GALAXY,0.09317704,272,51941,183,8a2996a9-8329-4f4d-ae57-f86d13f26c89
1.23765e+18,155.9180157,-0.061481421,19.51307,17.54918,16.57006,16.11872,15.77169,756,301,3,268,3.06299e+17,GALAXY,0.094426,272,51941,196,67a6d92c-abf6-46e0-97d5-ce48dd9e805c
1.23765e+18,156.2513956,-0.149946705,17.44188,16.50197,16.1593,16.0127,15.9655,756,301,3,270,4.31457e+18,STAR,0.000324226,3832,55289,430,ef7803dc-f486-4bdb-adb0-2f773d415c88
1.23765e+18,156.2671877,-0.108478805,19.45882,19.03379,18.74002,18.75484,18.7174,756,301,3,270,3.06291e+17,QSO,0.9878923,272,51941,167,ea0978e0-44e0-436f-91f9-757696d1c759
1.23765e+18,156.2844892,-0.075292626,19.26553,18.14392,17.65994,17.31314,17.1382,756,301,3,270,3.06293e+17,GALAXY,0.09625829,272,51941,174,02fe5ddb-1c4a-4408-a81a-54340a244eb3
1.23765e+18,156.3642935,-0.088638278,19.41533,19.19654,18.99171,18.64631,18.57148,756,301,3,271,4.31333e+18,QSO,1.896616,3831,55543,9,b38b0281-a030-4819-ba65-c3e798cee624
1.23765e+18,156.5637912,-0.108395839,19.30088,19.17728,19.26831,19.40944,19.54679,756,301,3,272,4.31455e+18,QSO,1.350456,3832,55289,386,d235ca61-fa96-4338-bca9-351c81514d33
1.23765e+18,156.7689891,-0.189248195,19.19938,17.25997,16.34987,15.97334,15.63232,756,301,3,273,3.07454e+17,GALAXY,0.09517123,273,51957,303,c6006a25-f7a2-4a4f-8235-59720a2f6137
1.23765e+18,156.775109,-0.186797504,19.30103,17.74245,16.89154,16.43431,16.10919,756,301,3,273,3.06265e+17,GALAXY,0.09610251,272,51941,74,6b159583-6481-44de-b9f1-fe2244ed1d1b
1.23765e+18,156.8559711,-0.093223432,16.79231,15.50062,14.92929,14.68886,14.54752,756,301,3,274,3.07454e+17,STAR,0.00083366,273,51957,304,fa8d1993-492d-4c37-a653-016553dd8eff
1.23765e+18,156.7876428,-0.03771701,18.1164,16.60579,15.8752,15.48047,15.17607,756,301,3,274,3.06266e+17,GALAXY,0.05606531,272,51941,78,2c40b791-1631-46d4-baf0-2fbdd64b0a25
1.23765e+18,156.8520006,-0.201359107,19.20144,18.03407,17.66074,17.39079,17.30588,756,301,3,274,3.06265e+17,GALAXY,0.05642423,272,51941,72,6be173df-d3e6-4089-80c6-47e30d0897b8
1.23765e+18,157.1781877,-0.144494357,19.15184,18.10442,17.79133,17.5432,17.39712,756,301,3,276,3.06251e+17,GALAXY,0.03452292,272,51941,23,4438c57e-ab3e-4e2a-939b-f14b84042d56
1.23765e+18,157.2254154,-0.037395018,19.42867,17.59117,16.57017,16.0061,15.54113,756,301,3,276,3.07447e+17,GALAXY,0.09401862,273,51957,276,0fec9fca-8227-4a1d-a044-25f47ace2cf7
1.23765e+18,157.2549812,-0.108370551,18.8906,17.89754,17.59805,17.46548,17.39401,756,301,3,277,4.3145e+18,STAR,0.00014573,3832,55289,192,deb646d8-174b-4233-8646-c707964ec388
1.23765e+18,157.3632987,-0.197957787,19.25194,18.2717,18.01712,17.90655,17.8851,756,301,3,277,3.07447e+17,STAR,0.000635232,273,51957,279,194e0ad3-913e-479f-9573-95892ed62145
1.23765e+18,157.2343605,-0.033929798,19.40891,17.79996,17.01348,16.59578,16.29567,756,301,3,277,3.06254e+17,GALAXY,0.09467486,272,51941,32,f13539c9-b072-4a43-bec3-16204e62b673
1.23765e+18,157.2396649,-0.130279184,19.27823,18.12834,17.72846,17.40861,17.31925,756,301,3,277,3.07443e+17,GALAXY,0.07181334,273,51957,262,91ac6244-42a9-4ef9-8e0a-8c77c812e398
1.23765e+18,157.3032653,-0.110726408,18.8345,16.77964,15.7686,15.32982,14.9749,756,301,3,277,3.06253e+17,GALAXY,0.09450503,272,51941,31,cfb046e8-53a8-48e2-89aa-d7941ab76c72
1.23765e+18,157.3918848,-0.057385003,19.53542,17.98712,17.07004,16.60347,16.2515,756,301,3,278,3.06255e+17,GALAXY,0.1468786,272,51941,38,0f045c81-5b2b-49f4-b47c-8d1f42f53f33
1.23765e+18,157.4168699,-0.035989677,19.21375,17.86078,17.16067,16.72168,16.42554,756,301,3,278,3.06254e+17,GALAXY,0.09498288,272,51941,33,83c8e962-9ca9-4f25-a8a1-c884fbf3157a
1.23765e+18,157.4301328,-0.132374963,19.21625,17.49431,16.58157,16.12693,15.79549,756,301,3,278,3.06254e+17,GALAXY,0.118056,272,51941,34,e1aa919d-96fd-491e-bece-3165caa90f88
1.23765e+18,157.4693309,-0.174376172,17.56078,15.84306,14.94349,14.44422,13.98974,756,301,3,278,3.06251e+17,GALAXY,0.03494354,272,51941,24,079a9908-6440-4840-91a8-8d2db96dc1c2
1.23765e+18,157.5567572,-0.122568093,19.58471,17.70535,16.7687,16.35852,16.00057,756,301,3,279,3.07434e+17,GALAXY,0.0935319,273,51957,230,f6eeabda-210f-4dd4-a979-2297bcaf8161
1.23765e+18,157.5293579,-0.176220157,19.44382,18.20186,17.57832,17.24597,16.98098,756,301,3,279,3.07432e+17,GALAXY,0.07396382,273,51957,224,a0430a63-af4d-4e9c-aba9-c41c52b295a6
1.23765e+18,157.9482335,-0.134501194,19.43612,18.3378,18.18679,18.16129,18.19179,756,301,3,281,3.07426e+17,STAR,0.000970754,273,51957,200,5f004847-f7a9-4111-b937-114e76dfb9bf
1.23765e+18,157.9348673,-0.018340593,19.5219,18.16031,17.61438,17.24478,16.99166,756,301,3,281,3.07423e+17,GALAXY,0.08698336,273,51957,192,747d353c-2b6e-4e60-8ae3-d2084cb11859
1.23765e+18,158.0197657,-0.188658238,19.15374,19.11041,19.05404,18.77618,18.68085,756,301,3,282,3.07425e+17,QSO,1.875947,273,51957,196,e8259b32-d7b6-42cb-9b9a-d6bfe576ec10
1.23765e+18,158.0139215,-0.205950659,18.86469,17.50174,16.83774,16.44392,16.17204,756,301,3,282,3.07425e+17,GALAXY,0.09084529,273,51957,198,7d5a5cf9-8f1c-4a8d-b71f-3a90cd9861d3
1.23765e+18,158.1304528,-0.106581744,19.55022,17.88519,17.09384,16.72751,16.41544,756,301,3,283,3.07419e+17,GALAXY,0.06510175,273,51957,176,cf1912bf-92a2-4bcb-8047-68eb02acebde
1.23765e+18,158.1985492,-0.204757064,17.78733,16.24017,15.49375,15.07718,14.73213,756,301,3,283,3.07419e+17,GALAXY,0.03397743,273,51957,175,5557ce6d-1a9e-4ac4-a043-9c45338a7ae0
1.23765e+18,158.4392715,-0.071601831,19.45107,18.38657,18.23066,18.18887,18.19806,756,301,3,285,3.07414e+17,STAR,0.000359334,273,51957,157,99f26db3-afa4-42d5-8532-3e157ef70cab
1.23765e+18,158.442433,-0.037610835,19.03105,18.90905,18.6332,18.50312,18.49295,756,301,3,285,3.07415e+17,QSO,1.172575,273,51957,160,91207732-c0ca-4282-983c-f94614deab34
1.23765e+18,158.5313321,-0.048171489,18.98467,17.80774,17.31339,16.97296,16.7476,756,301,3,285,3.07414e+17,GALAXY,0.0648981,273,51957,156,e1254192-20e0-4b64-aeb2-4c4e0268b218
1.23765e+18,158.7780972,-0.030331648,18.76714,16.93103,16.0499,15.61207,15.25153,756,301,3,287,3.07402e+17,GALAXY,0.08272831,273,51957,115,945b303c-0b44-4959-80c3-882afeca63e0
1.23765e+18,158.9733528,-0.056488268,19.56036,18.1666,17.6468,17.35279,17.20367,756,301,3,288,3.07393e+17,GALAXY,0.05840081,273,51957,80,edc694c7-6079-4c91-9497-4787bcccb325
1.23765e+18,159.1486047,-0.010120035,19.30804,18.8975,19.12333,19.37422,19.47773,756,301,3,289,3.0858e+17,STAR,-6.49e-05,274,51913,303,fffd18fb-7db2-4d9b-b275-9a9b97c554a0
1.23765e+18,159.059542,-0.15901912,17.11091,15.75166,15.01781,14.61758,14.29235,756,301,3,289,3.0738e+17,GALAXY,0.02770622,273,51957,32,95b8dc18-3f56-4ec4-a5e1-d29c08e73bad
1.23765e+18,159.3094966,-0.087440137,18.85895,17.84279,17.39774,17.16279,16.95072,756,301,3,290,3.0738e+17,GALAXY,0.02126185,273,51957,33,c7369eb1-f007-41e9-bb5a-266086c20391
1.23765e+18,159.3407252,-0.001549367,18.43512,17.30352,17.19988,17.21554,17.21168,756,301,3,291,3.07381e+17,STAR,0.000760672,273,51957,36,c8b6bd0d-b785-4225-aa36-f87a3af2a1d4
1.23765e+18,188.4163468,0.192647671,17.79241,16.66238,16.30104,16.16709,16.10818,752,301,4,300,3.28775e+18,STAR,-0.000132917,2920,54562,462,a4be3cc3-4185-4bb9-b154-52219f933893
1.23765e+18,188.4232395,0.158059445,19.10976,17.73485,17.16479,16.95688,16.82334,752,301,4,300,3.2596e+18,STAR,-0.000173108,2895,54567,423,3e39b180-b30d-45a6-95f7-28109d1f300e
1.23765e+18,188.4716891,0.122943277,17.14923,15.54331,15.00412,14.8333,14.76185,752,301,4,300,3.2596e+18,STAR,9.88e-06,2895,54567,434,580e4fae-c8b3-4c71-aa57-efd58e0f1ce3
1.23765e+18,188.5491585,0.144958151,18.13579,16.62,16.09115,15.89266,15.78976,752,301,4,300,3.2596e+18,STAR,-5.15e-05,2895,54567,432,90049b16-0b5a-403c-adcc-f8c3734e81f7
1.23765e+18,188.4399406,0.199512868,19.3719,18.74821,17.80828,17.3182,16.99094,752,301,4,300,3.2662e+17,QSO,0.2384535,290,51941,395,cecec775-d856-4810-b196-2797b7635b85
1.23765e+18,188.5666937,0.196376261,18.15923,16.81399,16.21589,16.00613,15.84773,752,301,4,301,3.28776e+18,STAR,-0.000773104,2920,54562,471,b8e3e813-c8d5-4679-af3d-705ad7203702
1.23765e+18,188.5685389,0.014523696,16.32855,15.31857,15.02294,14.91374,14.89553,752,301,4,301,3.2596e+18,STAR,-3.29e-05,2895,54567,439,2fedeb6d-6e8f-4078-8f2c-ea0030eed870
1.23765e+18,188.5959222,0.043278119,17.8005,16.60727,16.18797,16.04867,15.97751,752,301,4,301,3.2596e+18,STAR,-0.000250066,2895,54567,433,a0c3e982-b4cc-46f5-89e6-a644001af711
1.23765e+18,188.6073753,0.024816067,18.57653,17.68594,17.45869,17.37851,17.37804,752,301,4,301,3.25961e+18,STAR,-0.000481667,2895,54567,480,9156e4b9-067d-47f2-ab1f-61133874d581
1.23765e+18,188.6136464,0.185213149,19.47127,18.3652,18.47488,18.56451,18.62382,752,301,4,301,3.28776e+18,STAR,0.000112753,2920,54562,477,dd2a35f2-5a49-4423-bdda-626c0f775cfd
1.23765e+18,188.7561733,0.115590702,19.12665,17.71632,17.18634,16.96498,16.84687,752,301,4,302,3.25961e+18,STAR,6.11e-06,2895,54567,462,ce17721c-c6ec-4acc-b8ad-3c2c7c4e1f1e
1.23765e+18,188.7846104,0.013233582,18.00067,16.0931,15.29277,14.97982,14.8094,752,301,4,302,3.25961e+18,STAR,3.38e-05,2895,54567,479,d8507c37-155c-4fea-8dc5-2fa462d0bb19
1.23765e+18,188.8297189,0.170913248,18.1284,16.30162,15.70005,15.53994,15.49854,752,301,4,302,3.25961e+18,STAR,1.86e-05,2895,54567,470,85bfc3eb-c5f8-4162-97fc-2bcbf9b7990e
1.23765e+18,188.8317081,0.10443853,18.32051,16.89544,16.36172,16.16441,16.11468,752,301,4,302,3.28776e+18,STAR,-8.07e-05,2920,54562,496,264b0fbb-7d77-4ab7-897b-d83d3860262d
1.23765e+18,188.7591649,0.03764431,18.0092,16.8149,16.35628,16.15085,16.01649,752,301,4,302,3.2663e+17,GALAXY,0.02279919,290,51941,433,d76fbbec-1e66-47b7-b712-964328380b41
1.23765e+18,188.7656541,0.108437691,18.57035,17.39246,16.95448,16.64374,16.48623,752,301,4,302,3.26631e+17,GALAXY,0.08034749,290,51941,438,1c1b7b2b-c88f-492d-877c-8b0f1778e012
1.23765e+18,188.8570342,0.04990937,18.95351,18.8721,18.61315,18.59806,18.71719,752,301,4,303,3.2664e+17,QSO,1.215538,290,51941,471,95148448-ef77-4e43-a598-c54d020e29d1
1.23765e+18,188.9687078,0.058748542,18.00362,16.47341,15.92259,15.71688,15.64202,752,301,4,303,3.25962e+18,STAR,8.43e-06,2895,54567,493,cca5d243-68c8-45ea-b626-b5cd1a921a18
1.23765e+18,189.0349099,0.204572144,18.25708,17.23043,17.10457,17.06309,17.08691,752,301,4,304,3.25962e+18,STAR,-0.00024857,2895,54567,491,e2e068c3-439c-4090-9ccb-9199ad743930
1.23765e+18,189.0697856,0.064605769,18.06198,18.17445,18.66319,18.97943,19.28476,752,301,4,304,3.28776e+18,STAR,-6.93e-05,2920,54562,483,5ae9e00d-7fc3-41a6-91d7-c98efe0da3f1
1.23765e+18,189.0875075,0.026035111,17.65168,16.46087,16.11174,15.96434,15.91781,752,301,4,304,3.25962e+18,STAR,-3.76e-05,2895,54567,499,314e9106-1ca1-4ee1-99da-a81bf58a92e3
1.23765e+18,189.1213838,0.156923079,17.44747,16.1568,15.64906,15.43061,15.3442,752,301,4,304,3.25961e+18,STAR,0.000626346,2895,54567,483,71f0b3ce-7e40-4592-9185-ba4427fed83b
1.23765e+18,189.1418561,0.132015681,17.64121,16.31137,15.83296,15.64754,15.56873,752,301,4,304,3.25961e+18,STAR,0.000123686,2895,54567,490,09d0bae0-e534-4c8e-94a7-82d7d6d8c62b
1.23765e+18,189.060599,0.111285479,19.17885,17.61417,16.90285,16.47362,16.20284,752,301,4,304,3.26648e+17,GALAXY,0.1083665,290,51941,498,36df0224-2894-49a6-892c-eed0e371b800
1.23765e+18,189.1772502,0.015502143,17.44684,16.47435,16.19601,16.08416,16.06882,752,301,4,305,3.25962e+18,STAR,0.000682136,2895,54567,496,01a1f26d-0ea6-4150-96ff-8c3667548062
1.23765e+18,189.2754525,0.054799795,18.55441,17.61557,17.4075,17.31738,17.33438,752,301,4,305,3.25952e+18,STAR,-0.000365598,2895,54567,158,44124614-b95f-45bf-acbd-e748fe7397e9
1.23765e+18,189.2859897,0.058056771,18.89325,18.81742,18.84301,18.67533,18.50327,752,301,4,305,3.26643e+17,QSO,2.007343,290,51941,482,104a8622-5b2b-426b-8f0a-07f4d879b6f9
1.23765e+18,189.292617,0.08782159,17.98142,16.53124,15.98778,15.77157,15.66088,752,301,4,305,3.25962e+18,STAR,0.000177747,2895,54567,519,4a25f626-6a3b-427d-9791-fa6f63d8d768
1.23765e+18,189.1882818,0.06996375,19.39293,18.38481,17.95502,17.74713,17.71264,752,301,4,305,3.28777e+18,STAR,0.000383909,2920,54562,510,96a0366f-dc5a-4025-8185-279e9d0df584
1.23765e+18,189.2141187,0.059494611,19.1581,17.19834,16.23881,15.80317,15.43806,752,301,4,305,3.26648e+17,GALAXY,0.09052185,290,51941,497,8182fc82-afaf-45a0-a157-48eb04934bc0
1.23765e+18,189.349545,0.14670359,17.95998,16.9956,16.61325,16.44035,16.34248,752,301,4,306,3.25962e+18,STAR,0.000141414,2895,54567,515,21a39430-8bbc-4ff6-a775-0a6167c6b14c
1.23765e+18,189.4368521,0.085980137,19.19136,18.31329,18.03049,17.93967,17.93863,752,301,4,306,3.28777e+18,STAR,0.000425948,2920,54562,507,37e2b7c3-e9ad-4c3a-97a3-0d48ef0303b9
1.23765e+18,189.4375895,0.074917648,17.14412,16.21274,15.921,15.81878,15.81111,752,301,4,306,3.25962e+18,STAR,0.000645585,2895,54567,511,e72f465f-6d88-45e5-8120-3ac3d685c49d
1.23765e+18,189.4882224,0.016142196,17.51531,16.20045,15.68766,15.51929,15.4486,752,301,4,307,3.25962e+18,STAR,-0.000235161,2895,54567,518,58362643-8280-486b-ab77-abbc3e61e096
1.23765e+18,189.5861465,0.039063217,18.96314,17.59786,17.08255,16.91562,16.82683,752,301,4,307,3.25963e+18,STAR,0.000289279,2895,54567,559,d9be375b-7977-4883-84c8-eacc56058d2f
1.23765e+18,189.5015703,0.138225418,19.0892,17.42552,16.53225,16.09403,15.73852,752,301,4,307,3.26652e+17,GALAXY,0.08979167,290,51941,513,cb9a2f6f-e59e-4885-9dc5-f461d8daab63
1.23765e+18,189.5140584,0.082238867,18.95655,17.6471,16.91203,16.48641,16.1866,752,301,4,307,3.26653e+17,GALAXY,0.1164155,290,51941,517,05c6eae5-4658-4f13-8f5a-be4f841ecf9a
1.23765e+18,189.625427,0.097328339,19.29418,17.84228,17.29527,17.1264,17.03474,752,301,4,308,3.25963e+18,STAR,2.08e-05,2895,54567,558,7ccc4f63-2300-4259-8049-3b249571cb30
1.23765e+18,189.6882532,0.125406054,16.30124,15.3312,15.01175,14.89482,14.85194,752,301,4,308,3.25963e+18,STAR,0.000400701,2895,54567,556,53164114-174c-4e6b-8ebf-40e71417336a
1.23765e+18,189.7508307,0.085321463,18.57187,17.56417,17.22917,17.10789,17.06586,752,301,4,308,3.25963e+18,STAR,0.000119507,2895,54567,557,fddd961b-c5d3-4a2c-bd54-ba629fee3ea9
1.23765e+18,189.7519182,0.124340953,16.46668,15.269,14.88395,14.74644,14.71614,752,301,4,308,3.25963e+18,STAR,-9.97e-05,2895,54567,555,c869e2c8-558f-413f-9150-07a563fc6d4f
1.23765e+18,189.6995871,0.169472167,19.48091,18.24233,17.72408,17.4977,17.36199,752,301,4,308,3.25963e+18,STAR,0.000688943,2895,54567,554,389e518c-ee8f-4982-ab63-fdd7306d5ffd
1.23765e+18,189.7513339,0.069774762,17.8125,16.3429,15.59771,15.18967,14.87065,752,301,4,308,3.26662e+17,GALAXY,0.07249224,290,51941,551,4dfad97f-e682-42f3-88f3-0be54f8d54a5
1.23765e+18,189.7532257,0.124837447,18.83398,17.60006,16.87173,16.47609,16.19033,752,301,4,309,3.26663e+17,GALAXY,0.07200869,290,51941,552,694735b4-a632-4678-984a-5f5eab398796
1.23765e+18,189.7632942,0.153030167,18.95565,18.12916,17.77666,17.61678,17.54009,752,301,4,309,3.28779e+18,STAR,0.001081874,2920,54562,596,47f7e4b6-54f9-46fc-a072-616af56abd82
1.23765e+18,189.8074697,0.200314374,17.49214,15.80527,15.13732,14.87314,14.72937,752,301,4,309,3.25964e+18,STAR,-5.64e-05,2895,54567,591,4ed75fb2-d273-4815-a98b-7a0d54fa8008
1.23765e+18,189.812215,0.153446341,17.84209,16.9064,16.63681,16.526,16.5028,752,301,4,309,3.25964e+18,STAR,0.000150152,2895,54567,594,7ce23355-a832-47dd-8ea5-0ce62be99682
1.23765e+18,189.8335155,0.178376129,18.96813,17.94991,17.49515,17.27039,17.14994,752,301,4,309,3.25964e+18,STAR,2.68e-05,2895,54567,593,0f53efda-489e-4d47-ad68-18bead88b25c
1.23765e+18,189.8755818,0.087428773,16.88696,15.18882,14.49096,14.194,14.03214,752,301,4,309,3.25964e+18,STAR,-0.000192874,2895,54567,596,d6b6874d-28cb-4baf-909a-f0f7078bf8f9
1.23765e+18,189.8269363,0.090702792,18.91048,17.90761,17.43517,16.96392,16.87224,752,301,4,309,3.26664e+17,GALAXY,0.121482,290,51941,557,428c5e82-dfee-45c2-839c-e08d6a984ac6
1.23765e+18,164.5775194,-1.028945137,19.25568,18.13317,17.58405,17.19809,16.94482,756,301,1,326,3.11952e+17,GALAXY,0.09681862,277,51908,281,26efb095-85eb-495c-bbf2-53a9b0aedd58
1.23765e+18,164.6396027,-0.953588866,18.58539,17.44017,16.98545,16.70627,16.55293,756,301,1,326,3.11942e+17,GALAXY,0.03834352,277,51908,245,680cba12-c555-4c7e-8bf1-dd1f241f04c2
1.23765e+18,164.6301853,-1.006872419,18.70817,17.56186,17.0752,16.82436,16.6447,756,301,1,326,3.11941e+17,GALAXY,0.02147934,277,51908,242,f775ccb2-8119-4a6a-8e08-dfd7ead8fa93
1.23765e+18,164.828502,-0.96318959,19.59427,18.38557,17.68336,17.307,17.08768,756,301,1,327,3.11946e+17,GALAXY,0.09223218,277,51908,260,ba656ea1-2b0a-4f05-934f-cd6045c73828
1.23765e+18,165.0833026,-0.991198084,19.42913,17.52109,16.54752,16.11374,15.74206,756,301,1,329,3.1193e+17,GALAXY,0.1023552,277,51908,202,92813ab9-a236-49e9-bff8-d1a6f94016b2
1.23765e+18,165.2404497,-0.884579684,17.44763,17.40266,17.50672,17.52596,17.11701,756,301,1,330,4.31902e+18,QSO,0.3788754,3836,55302,258,f253b973-0f2e-4d8c-8096-823a2c3ef0d0
1.23765e+18,165.281803,-0.989470193,19.00821,18.81989,18.76197,18.49328,18.55766,756,301,1,330,3.1193e+17,QSO,1.735306,277,51908,204,e1363a92-50b3-4ce2-a838-a6c5f7b1b9b2
1.23765e+18,165.3032215,-0.9570256,17.96716,16.8582,16.49776,16.34852,16.30215,756,301,1,330,3.11908e+17,STAR,-0.000159798,277,51908,121,a872072f-b9f1-4a9b-bf37-d46d137f6027
1.23765e+18,165.3812819,-0.882033977,19.58979,17.60658,16.50775,16.06941,15.6749,756,301,1,331,3.1191e+17,GALAXY,0.1254037,277,51908,131,9663eadf-a983-478b-aac8-3af13e618446
1.23765e+18,165.6658929,-0.986535356,19.01376,17.37282,16.52387,16.04365,15.73745,756,301,1,333,3.11899e+17,GALAXY,0.07376079,277,51908,91,1eaea846-f05d-4a12-9c97-c1f69ed58bf7
1.23765e+18,165.7406341,-0.962113784,16.99432,15.79183,15.27985,14.97925,14.7697,756,301,1,333,3.11888e+17,GALAXY,0.0334835,277,51908,50,9c545550-0a23-44de-a422-3a2511b9a89c
1.23765e+18,165.7952878,-0.953693779,19.44885,17.47757,16.55873,16.14563,15.80436,756,301,1,334,3.11886e+17,GALAXY,0.07397272,277,51908,44,b8c7152f-2fe1-4ff3-b741-da03de7a0ac1
1.23765e+18,165.9098487,-0.869018056,18.92363,17.26388,16.43297,16.00368,15.63324,756,301,1,334,3.11888e+17,GALAXY,0.02864285,277,51908,49,fecaf4ce-738a-469f-8953-356007877a98
1.23765e+18,165.9367008,-0.850757851,18.78444,18.68543,18.67734,18.44476,18.36081,756,301,1,335,3.11891e+17,QSO,1.72093,277,51908,59,9e6f3942-044d-4865-a6da-c57418b2e823
1.23765e+18,166.076662,-1.021467971,19.19454,18.2396,17.88532,17.74109,17.69597,756,301,1,336,4.26405e+18,STAR,0.000844671,3787,55565,954,e1bbd043-ab92-43e8-966b-45a55f3fe885
1.23765e+18,166.0778937,-0.956786301,18.80128,17.90495,17.55863,17.41512,17.35387,756,301,1,336,4.24819e+18,STAR,0.000755492,3773,55240,628,50c1fee7-fbd8-4c4f-a6d2-d32f27d02d03
1.23765e+18,166.189888,-1.030281975,17.30171,16.04475,16.09419,16.15114,16.17701,756,301,1,336,3.11876e+17,STAR,-0.00025183,277,51908,5,1cadb605-0215-4812-8e75-53edaca2112b
1.23765e+18,166.3882286,-0.980032049,18.87612,18.73602,18.68644,18.42043,18.36785,756,301,1,338,3.13079e+17,QSO,1.739622,278,51900,286,eb4827cb-b491-4389-99ba-4678ed167435
1.23765e+18,166.4498349,-0.886045649,18.27351,16.40658,15.54518,15.13496,14.80932,756,301,1,338,3.13079e+17,GALAXY,0.04576474,278,51900,285,77a41842-84f3-42d7-a89f-3d867ac27e63
1.23765e+18,166.4068303,-0.848155182,19.53954,17.96132,17.15958,16.73947,16.4393,756,301,1,338,3.11879e+17,GALAXY,0.0461611,277,51908,17,848b6a1d-5be4-4517-ae50-aa16b0749e18
1.23765e+18,166.4210924,-0.876166774,18.83664,17.79551,17.39124,17.15681,16.98134,756,301,1,338,3.11875e+17,GALAXY,0.03331094,277,51908,3,04cb4714-5c74-47d9-aee3-302fde0723dc
1.23765e+18,166.4664404,-1.038855429,19.55145,18.24758,17.61806,17.24913,17.00541,756,301,1,338,3.13078e+17,GALAXY,0.07032461,278,51900,282,204b7f37-ff63-4cad-aa63-958d6c8ac1ba
1.23765e+18,166.6323814,-0.881213638,16.39398,16.22292,16.42408,16.38773,16.20318,756,301,1,339,4.24822e+18,QSO,0.4237695,3773,55240,710,31a777ba-8a71-461a-9670-5e5a508bb2f1
1.23765e+18,166.5188634,-0.987719488,19.31236,17.28536,16.27297,15.80224,15.39321,756,301,1,339,3.1308e+17,GALAXY,0.09054341,278,51900,290,50f3ab25-27fe-4771-9f85-b15d86b844a0
1.23765e+18,166.5826579,-1.016594125,19.07446,17.87687,17.35461,17.03825,16.80634,756,301,1,339,3.13083e+17,GALAXY,0.09044667,278,51900,300,e9632a84-aba3-4d3b-beff-9df9828a08a3
1.23765e+18,166.6435827,-0.854836534,18.90371,17.70587,17.27521,17.0301,16.88293,756,301,1,339,3.13068e+17,GALAXY,0.04807313,278,51900,245,517a2789-958d-42f0-a36e-3289e0e05589
1.23765e+18,166.6977899,-0.92414849,17.58879,15.76081,14.9593,14.55726,14.24744,756,301,1,340,3.13072e+17,GALAXY,0.03824842,278,51900,260,a73f0b7f-3d7a-423c-8867-fd3233996330
1.23765e+18,166.7013635,-0.921296828,18.45418,17.59248,17.31742,17.188,17.16982,756,301,1,340,4.24824e+18,STAR,-5.78e-05,3773,55240,789,749e777e-326f-4a98-a4ef-939507fc4790
1.23765e+18,166.7130919,-0.998871967,18.78704,16.80903,15.79539,15.31342,14.94918,756,301,1,340,3.1307e+17,GALAXY,0.1128998,278,51900,254,bb4f5f85-5f72-4e9d-bb03-92f9d6e5a76a
1.23765e+18,166.9491341,-0.932675244,18.75355,17.81158,17.4755,17.67501,17.28985,756,301,1,341,3.13061e+17,STAR,-0.000296908,278,51900,220,08c00e39-5c31-4653-88c7-7a90e1ee8537
1.23765e+18,167.1615201,-0.926036092,19.07418,18.58641,18.00492,17.77501,17.75912,756,301,1,343,3.13034e+17,QSO,1.802212,278,51900,123,206fb398-0d95-412f-890f-e054b1fe4ca9
1.23765e+18,167.1088079,-1.019198451,19.40988,18.23969,17.68433,17.41557,17.17148,756,301,1,343,3.13056e+17,GALAXY,0.03871421,278,51900,202,eaf83dff-326c-473c-9138-bde3ae49dd49
1.23765e+18,167.3117329,-0.927930728,17.98419,16.12447,15.30774,14.90887,14.56817,756,301,1,344,3.13036e+17,GALAXY,0.02880348,278,51900,130,74a3e0b4-6a3a-478d-b388-ab14c811b8e7
1.23765e+18,167.4026474,-0.871851512,19.3086,17.46918,16.62757,16.24688,15.92839,756,301,1,344,3.13037e+17,GALAXY,0.07181122,278,51900,134,2286fee1-6d65-4919-9121-534041d66ca3
